station_name,date,entry_exit,tapcount
Cockfosters,2022-01-31,Exit,47265
Cockfosters,2022-02-28,Entry,54158
Cockfosters,2022-02-28,Exit,54236
Cockfosters,2022-03-31,Entry,57420
Cockfosters,2022-03-31,Exit,58024
Cockfosters,2022-04-30,Entry,60000
Cockfosters,2022-04-30,Exit,59050
Cockfosters,2022-05-31,Entry,63124
Cockfosters,2022-05-31,Exit,63517
Cockfosters,2022-06-30,Entry,59643
Cockfosters,2022-06-30,Exit,59684
Cockfosters,2022-07-31,Entry,74019
Cockfosters,2022-07-31,Exit,73071
Cockfosters,2022-08-31,Entry,65269
Cockfosters,2022-08-31,Exit,64069
Cockfosters,2022-09-30,Entry,62278
Cockfosters,2022-09-30,Exit,64188
Cockfosters,2022-10-31,Entry,74262
Cockfosters,2022-10-31,Exit,75382
Cockfosters,2022-11-30,Entry,66429
Cockfosters,2022-11-30,Exit,67124
Cockfosters,2022-12-31,Entry,76258
Cockfosters,2022-12-31,Exit,74615
Cockfosters,2023-01-31,Entry,72717
Cockfosters,2023-01-31,Exit,73241
Cockfosters,2023-02-28,Entry,72347
Cockfosters,2023-02-28,Exit,71391
Cockfosters,2023-03-31,Entry,69033
Cockfosters,2023-03-31,Exit,71215
Cockfosters,2023-04-30,Entry,64207
Cockfosters,2023-04-30,Exit,64576
Cockfosters,2023-05-31,Entry,75672
Cockfosters,2023-05-31,Exit,77088
Cockfosters,2023-06-30,Entry,71570
Cockfosters,2023-06-30,Exit,72186
Cockfosters,2023-07-31,Entry,55727
Cockfosters,2023-07-31,Exit,57411
Colindale,2019-01-31,Entry,299663
Colindale,2019-01-31,Exit,294330
Colindale,2019-02-28,Entry,298855
Colindale,2019-02-28,Exit,287048
Colindale,2019-03-31,Entry,337179
Colindale,2019-03-31,Exit,322732
Colindale,2019-04-30,Entry,311375
Colindale,2019-04-30,Exit,296281
Colindale,2019-05-31,Entry,323674
Colindale,2019-05-31,Exit,307493
Colindale,2019-06-30,Entry,318575
Colindale,2019-06-30,Exit,304061
Colindale,2019-07-31,Entry,337708
Colindale,2019-07-31,Exit,325863
Colindale,2019-08-31,Entry,306509
Colindale,2019-08-31,Exit,294354
Colindale,2019-09-30,Entry,307949
Colindale,2019-09-30,Exit,298818
Colindale,2019-10-31,Entry,345521
Colindale,2019-10-31,Exit,326730
Colindale,2019-11-30,Entry,327956
Colindale,2019-11-30,Exit,317418
Colindale,2019-12-31,Entry,292590
Colindale,2019-12-31,Exit,274799
Colindale,2020-01-31,Entry,323263
Colindale,2020-01-31,Exit,310815
Colindale,2020-02-29,Entry,312945
Colindale,2020-02-29,Exit,302010
Colindale,2020-03-31,Entry,198083
Colindale,2020-03-31,Exit,192145
Colindale,2020-04-30,Entry,30826
Colindale,2020-04-30,Exit,30653
Colindale,2020-05-31,Entry,40176
Colindale,2020-05-31,Exit,39054
Colindale,2020-06-30,Entry,73846
Colindale,2020-06-30,Exit,70410
Colindale,2020-07-31,Entry,112233
Colindale,2020-07-31,Exit,106343
Colindale,2020-08-31,Entry,130369
Colindale,2020-08-31,Exit,122344
Colindale,2020-09-30,Entry,158625
Colindale,2020-09-30,Exit,149157
Colindale,2020-10-31,Entry,163923
Colindale,2020-10-31,Exit,156315
Colindale,2020-11-30,Entry,121770
Colindale,2020-11-30,Exit,117572
Colindale,2020-12-31,Entry,120353
Colindale,2020-12-31,Exit,120173
Colindale,2021-01-31,Entry,80611
Colindale,2021-01-31,Exit,82466
Colindale,2021-02-28,Entry,88152
Colindale,2021-02-28,Exit,92200
Colindale,2021-03-31,Entry,116672
Colindale,2021-03-31,Exit,124999
Colindale,2021-04-30,Entry,137738
Colindale,2021-04-30,Exit,147083
Colindale,2021-05-31,Entry,160595
Colindale,2021-05-31,Exit,171173
Colindale,2021-06-30,Entry,179056
Colindale,2021-06-30,Exit,191977
Colindale,2021-07-31,Entry,179589
Colindale,2021-07-31,Exit,173712
Colindale,2021-08-31,Entry,169520
Colindale,2021-08-31,Exit,163093
Colindale,2021-09-30,Entry,209264
Colindale,2021-09-30,Exit,198158
Colindale,2021-10-31,Entry,228455
Colindale,2021-10-31,Exit,217032
Colindale,2021-11-30,Entry,225053
Colindale,2021-11-30,Exit,214554
Colindale,2021-12-31,Entry,185895
Colindale,2021-12-31,Exit,172779
Colindale,2022-01-31,Entry,184158
Colindale,2022-01-31,Exit,174199
Colindale,2022-02-28,Entry,201322
Colindale,2022-02-28,Exit,191733
Colindale,2022-03-31,Entry,217561
Colindale,2022-03-31,Exit,207889
Colindale,2022-04-30,Entry,215528
Colindale,2022-04-30,Exit,204010
Colindale,2022-05-31,Entry,243719
Colindale,2022-05-31,Exit,231140
Colindale,2022-06-30,Entry,221497
Colindale,2022-06-30,Exit,209713
Colindale,2022-07-31,Entry,247248
Colindale,2022-07-31,Exit,234615
Colindale,2022-08-31,Entry,227429
Colindale,2022-08-31,Exit,218696
Colindale,2022-09-30,Entry,251468
Colindale,2022-09-30,Exit,242134
Colindale,2022-10-31,Entry,278059
Colindale,2022-10-31,Exit,268331
Colindale,2022-11-30,Entry,266023
Colindale,2022-11-30,Exit,256511
Colindale,2022-12-31,Entry,229639
Colindale,2022-12-31,Exit,218845
Colindale,2023-01-31,Entry,258154
Colindale,2023-01-31,Exit,251402
Colindale,2023-02-28,Entry,258071
Colindale,2023-02-28,Exit,248063
Colindale,2023-03-31,Entry,272144
Colindale,2023-03-31,Exit,263340
Colindale,2023-04-30,Entry,262953
Colindale,2023-04-30,Exit,254116
Colindale,2023-05-31,Entry,283497
Colindale,2023-05-31,Exit,275592
Colindale,2023-06-30,Entry,288615
Colindale,2023-06-30,Exit,277285
Colindale,2023-07-31,Entry,191494
Colindale,2023-07-31,Exit,185397
Colliers Wood,2019-01-31,Entry,265920
Colliers Wood,2019-01-31,Exit,257725
Colliers Wood,2019-02-28,Entry,266037
Colliers Wood,2019-02-28,Exit,251275
Colliers Wood,2019-03-31,Entry,295795
Colliers Wood,2019-03-31,Exit,279097
Colliers Wood,2019-04-30,Entry,274080
Colliers Wood,2019-04-30,Exit,257510
Colliers Wood,2019-05-31,Entry,287997
Colliers Wood,2019-05-31,Exit,271173
Colliers Wood,2019-06-30,Entry,282758
Colliers Wood,2019-06-30,Exit,267697
Colliers Wood,2019-07-31,Entry,289887
Colliers Wood,2019-07-31,Exit,272763
Colliers Wood,2019-08-31,Entry,276679
Colliers Wood,2019-08-31,Exit,258464
Colliers Wood,2019-09-30,Entry,275132
Colliers Wood,2019-09-30,Exit,263088
Colliers Wood,2019-10-31,Entry,311924
Colliers Wood,2019-10-31,Exit,292833
Colliers Wood,2019-11-30,Entry,304928
Colliers Wood,2019-11-30,Exit,285921
Colliers Wood,2019-12-31,Entry,269237
Colliers Wood,2019-12-31,Exit,252014
Colliers Wood,2020-01-31,Entry,293767
Colliers Wood,2020-01-31,Exit,280847
Colliers Wood,2020-02-29,Entry,285678
Colliers Wood,2020-02-29,Exit,266801
Colliers Wood,2020-03-31,Entry,175199
Colliers Wood,2020-03-31,Exit,166702
Colliers Wood,2020-04-30,Entry,29239
Colliers Wood,2020-04-30,Exit,28531
Colliers Wood,2020-05-31,Entry,39554
Colliers Wood,2020-05-31,Exit,38177
Colliers Wood,2020-06-30,Entry,73911
Colliers Wood,2020-06-30,Exit,70068
Colliers Wood,2020-07-31,Entry,119779
Colliers Wood,2020-07-31,Exit,112754
Colliers Wood,2020-08-31,Entry,137998
Colliers Wood,2020-08-31,Exit,129334
Colliers Wood,2020-09-30,Entry,156267
Colliers Wood,2020-09-30,Exit,148368
Colliers Wood,2020-10-31,Entry,148723
Colliers Wood,2020-10-31,Exit,140265
Colliers Wood,2020-11-30,Entry,105159
Colliers Wood,2020-11-30,Exit,100385
Colliers Wood,2020-12-31,Entry,113065
Colliers Wood,2020-12-31,Exit,110868
Colliers Wood,2021-01-31,Entry,69669
Colliers Wood,2021-01-31,Exit,70218
Colliers Wood,2021-02-28,Entry,76296
Colliers Wood,2021-02-28,Exit,76123
Colliers Wood,2021-03-31,Entry,105305
Colliers Wood,2021-03-31,Exit,105325
Colliers Wood,2021-04-30,Entry,127196
Colliers Wood,2021-04-30,Exit,128859
Colliers Wood,2021-05-31,Entry,150806
Colliers Wood,2021-05-31,Exit,153783
Colliers Wood,2021-06-30,Entry,161494
Colliers Wood,2021-06-30,Exit,165071
Colliers Wood,2021-07-31,Entry,168674
Colliers Wood,2021-07-31,Exit,157142
Colliers Wood,2021-08-31,Entry,165757
Colliers Wood,2021-08-31,Exit,156053
Colliers Wood,2021-09-30,Entry,185696
Colliers Wood,2021-09-30,Exit,174323
Colliers Wood,2021-10-31,Entry,203505
Colliers Wood,2021-10-31,Exit,189988
Colliers Wood,2021-11-30,Entry,200828
Colliers Wood,2021-11-30,Exit,189813
Colliers Wood,2021-12-31,Entry,167448
Colliers Wood,2021-12-31,Exit,155918
Colliers Wood,2022-01-31,Entry,163247
Colliers Wood,2022-01-31,Exit,153619
Colliers Wood,2022-02-28,Entry,178744
Colliers Wood,2022-02-28,Exit,166874
Colliers Wood,2022-03-31,Entry,186233
Colliers Wood,2022-03-31,Exit,174476
Colliers Wood,2022-04-30,Entry,188702
Colliers Wood,2022-04-30,Exit,174341
Colliers Wood,2022-05-31,Entry,207450
Colliers Wood,2022-05-31,Exit,194668
Colliers Wood,2022-06-30,Entry,186042
Colliers Wood,2022-06-30,Exit,177214
Colliers Wood,2022-07-31,Entry,208057
Colliers Wood,2022-07-31,Exit,195283
Colliers Wood,2022-08-31,Entry,195564
Colliers Wood,2022-08-31,Exit,187098
Colliers Wood,2022-09-30,Entry,209974
Colliers Wood,2022-09-30,Exit,196962
Colliers Wood,2022-10-31,Entry,232119
Colliers Wood,2022-10-31,Exit,223055
Colliers Wood,2022-11-30,Entry,225291
Colliers Wood,2022-11-30,Exit,218136
Colliers Wood,2022-12-31,Entry,216521
Colliers Wood,2022-12-31,Exit,210668
Colliers Wood,2023-01-31,Entry,227779
Colliers Wood,2023-01-31,Exit,223171
Colliers Wood,2023-02-28,Entry,218643
Colliers Wood,2023-02-28,Exit,211339
Colliers Wood,2023-03-31,Entry,228495
Colliers Wood,2023-03-31,Exit,220761
Colliers Wood,2023-04-30,Entry,222115
Colliers Wood,2023-04-30,Exit,211997
Colliers Wood,2023-05-31,Entry,238898
Colliers Wood,2023-05-31,Exit,227936
Colliers Wood,2023-06-30,Entry,241031
Colliers Wood,2023-06-30,Exit,230547
Colliers Wood,2023-07-31,Entry,180121
Colliers Wood,2023-07-31,Exit,173602
Covent Garden,2019-01-31,Entry,602418
Covent Garden,2019-01-31,Exit,743352
Covent Garden,2019-02-28,Entry,594967
Covent Garden,2019-02-28,Exit,724037
Covent Garden,2019-03-31,Entry,650405
Covent Garden,2019-03-31,Exit,794794
Covent Garden,2019-04-30,Entry,647631
Covent Garden,2019-04-30,Exit,779311
Covent Garden,2019-05-31,Entry,634636
Covent Garden,2019-05-31,Exit,769964
Covent Garden,2019-06-30,Entry,637045
Covent Garden,2019-06-30,Exit,771258
Covent Garden,2019-07-31,Entry,672634
Covent Garden,2019-07-31,Exit,807739
Covent Garden,2019-08-31,Entry,649564
Covent Garden,2019-08-31,Exit,800985
Covent Garden,2019-09-30,Entry,583839
Covent Garden,2019-09-30,Exit,706887
Covent Garden,2019-10-31,Entry,693038
Covent Garden,2019-10-31,Exit,838157
Covent Garden,2019-11-30,Entry,675345
Covent Garden,2019-11-30,Exit,845260
Covent Garden,2019-12-31,Entry,694924
Covent Garden,2019-12-31,Exit,941586
Covent Garden,2020-01-31,Entry,616209
Covent Garden,2020-01-31,Exit,740291
Covent Garden,2020-02-29,Entry,597938
Covent Garden,2020-02-29,Exit,731247
Covent Garden,2020-03-31,Entry,254457
Covent Garden,2020-03-31,Exit,299881
Covent Garden,2020-08-31,Exit,26548
Covent Garden,2020-09-30,Entry,57617
Covent Garden,2020-09-30,Exit,124238
Covent Garden,2020-10-31,Entry,146882
Covent Garden,2020-10-31,Exit,183595
Covent Garden,2020-11-30,Entry,54324
Covent Garden,2020-11-30,Exit,66304
Covent Garden,2020-12-31,Entry,124344
Covent Garden,2020-12-31,Exit,163629
Covent Garden,2021-01-31,Entry,18991
Covent Garden,2021-01-31,Exit,22935
Covent Garden,2021-02-28,Entry,21189
Covent Garden,2021-02-28,Exit,24766
Covent Garden,2021-03-31,Entry,31671
Covent Garden,2021-03-31,Exit,41171
Covent Garden,2021-04-30,Entry,95765
Covent Garden,2021-04-30,Exit,127725
Covent Garden,2021-05-31,Entry,168926
Covent Garden,2021-05-31,Exit,238004
Covent Garden,2021-06-30,Entry,221210
Covent Garden,2021-06-30,Exit,314194
Covent Garden,2021-07-31,Entry,250995
Covent Garden,2021-07-31,Exit,329938
Covent Garden,2021-08-31,Entry,364227
Covent Garden,2021-08-31,Exit,461815
Covent Garden,2021-09-30,Entry,316145
Covent Garden,2021-09-30,Exit,396886
Covent Garden,2021-10-31,Entry,442311
Covent Garden,2021-10-31,Exit,552351
Covent Garden,2021-11-30,Entry,416515
Covent Garden,2021-11-30,Exit,557597
Covent Garden,2021-12-31,Entry,398841
Covent Garden,2021-12-31,Exit,534561
Covent Garden,2022-01-31,Entry,279001
Covent Garden,2022-01-31,Exit,349681
Covent Garden,2022-02-28,Entry,396169
Covent Garden,2022-02-28,Exit,482753
Covent Garden,2022-03-31,Entry,401734
Covent Garden,2022-03-31,Exit,498952
Covent Garden,2022-04-30,Entry,477990
Covent Garden,2022-04-30,Exit,596793
Covent Garden,2022-05-31,Entry,461963
Covent Garden,2022-05-31,Exit,590243
Covent Garden,2022-06-30,Entry,440373
Covent Garden,2022-06-30,Exit,534028
Covent Garden,2022-07-31,Entry,481364
Covent Garden,2022-07-31,Exit,593798
Covent Garden,2022-08-31,Entry,474295
Covent Garden,2022-08-31,Exit,580818
Covent Garden,2022-09-30,Entry,463160
Covent Garden,2022-09-30,Exit,544956
Covent Garden,2022-10-31,Entry,536811
Covent Garden,2022-10-31,Exit,659820
Covent Garden,2022-11-30,Entry,493015
Covent Garden,2022-11-30,Exit,642387
Covent Garden,2022-12-31,Entry,538381
Covent Garden,2022-12-31,Exit,820434
Covent Garden,2023-01-31,Entry,464194
Covent Garden,2023-01-31,Exit,563674
Covent Garden,2023-02-28,Entry,451858
Covent Garden,2023-02-28,Exit,547943
Covent Garden,2023-03-31,Entry,463800
Covent Garden,2023-03-31,Exit,574795
Covent Garden,2023-04-30,Entry,525567
Covent Garden,2023-04-30,Exit,630234
Covent Garden,2023-05-31,Entry,494192
Covent Garden,2023-05-31,Exit,596729
Covent Garden,2023-06-30,Entry,467466
Covent Garden,2023-06-30,Exit,555580
Covent Garden,2023-07-31,Entry,413183
Covent Garden,2023-07-31,Exit,490293
Crossharbour,2019-01-31,Entry,100129
Crossharbour,2019-01-31,Exit,92782
Crossharbour,2019-02-28,Entry,93266
Crossharbour,2019-02-28,Exit,86289
Crossharbour,2019-03-31,Entry,109573
Crossharbour,2019-03-31,Exit,100647
Crossharbour,2019-04-30,Entry,101549
Crossharbour,2019-04-30,Exit,92089
Crossharbour,2019-05-31,Entry,101774
Crossharbour,2019-05-31,Exit,93887
Crossharbour,2019-06-30,Entry,106165
Crossharbour,2019-06-30,Exit,96838
Crossharbour,2019-07-31,Entry,112404
Crossharbour,2019-07-31,Exit,102337
Crossharbour,2019-08-31,Entry,105222
Crossharbour,2019-08-31,Exit,96475
Crossharbour,2019-09-30,Entry,106496
Crossharbour,2019-09-30,Exit,96921
Crossharbour,2019-10-31,Entry,121042
Crossharbour,2019-10-31,Exit,111392
Crossharbour,2019-11-30,Entry,116466
Crossharbour,2019-11-30,Exit,107672
Crossharbour,2019-12-31,Entry,103311
Crossharbour,2019-12-31,Exit,94626
Crossharbour,2020-01-31,Entry,111411
Crossharbour,2020-01-31,Exit,103585
Crossharbour,2020-02-29,Entry,106173
Crossharbour,2020-02-29,Exit,98455
Crossharbour,2020-03-31,Entry,64463
Crossharbour,2020-03-31,Exit,59560
Crossharbour,2020-04-30,Entry,6348
Crossharbour,2020-04-30,Exit,5606
Crossharbour,2020-05-31,Entry,8321
Crossharbour,2020-05-31,Exit,7465
Crossharbour,2020-06-30,Entry,17551
Crossharbour,2020-06-30,Exit,15243
Crossharbour,2020-07-31,Entry,26829
Crossharbour,2020-07-31,Exit,23371
Crossharbour,2020-08-31,Entry,35487
Crossharbour,2020-08-31,Exit,31466
Crossharbour,2020-09-30,Entry,43838
Crossharbour,2020-09-30,Exit,38634
Crossharbour,2020-10-31,Entry,43428
Crossharbour,2020-10-31,Exit,38178
Crossharbour,2020-11-30,Entry,29410
Crossharbour,2020-11-30,Exit,27318
Crossharbour,2020-12-31,Entry,31321
Crossharbour,2020-12-31,Exit,34526
Crossharbour,2021-01-31,Entry,17507
Crossharbour,2021-01-31,Exit,22975
Crossharbour,2021-02-28,Entry,19114
Crossharbour,2021-02-28,Exit,27267
Crossharbour,2021-03-31,Entry,28175
Crossharbour,2021-03-31,Exit,39100
Crossharbour,2021-04-30,Entry,28063
Crossharbour,2021-04-30,Exit,45733
Crossharbour,2021-05-31,Entry,46023
Crossharbour,2021-05-31,Exit,62260
Crossharbour,2021-06-30,Entry,49590
Crossharbour,2021-06-30,Exit,62416
Crossharbour,2021-07-31,Entry,47817
Crossharbour,2021-07-31,Exit,39736
Crossharbour,2021-08-31,Entry,46541
Crossharbour,2021-08-31,Exit,39464
Crossharbour,2021-09-30,Entry,58917
Crossharbour,2021-09-30,Exit,49876
Crossharbour,2021-10-31,Entry,68560
Crossharbour,2021-10-31,Exit,58598
Crossharbour,2021-11-30,Entry,66612
Crossharbour,2021-11-30,Exit,58040
Crossharbour,2021-12-31,Entry,52854
Crossharbour,2021-12-31,Exit,44212
Crossharbour,2022-01-31,Entry,51157
Crossharbour,2022-01-31,Exit,44067
Crossharbour,2022-02-28,Entry,55664
Crossharbour,2022-02-28,Exit,46617
Crossharbour,2022-03-31,Entry,63725
Crossharbour,2022-03-31,Exit,53508
Crossharbour,2022-04-30,Entry,61496
Crossharbour,2022-04-30,Exit,51986
Crossharbour,2022-05-31,Entry,76161
Crossharbour,2022-05-31,Exit,64512
Crossharbour,2022-06-30,Entry,72351
Crossharbour,2022-06-30,Exit,60639
Crossharbour,2022-07-31,Entry,77356
Crossharbour,2022-07-31,Exit,64195
Crossharbour,2022-08-31,Entry,74466
Crossharbour,2022-08-31,Exit,61666
Crossharbour,2022-09-30,Entry,82743
Crossharbour,2022-09-30,Exit,70983
Crossharbour,2022-10-31,Entry,94940
Crossharbour,2022-10-31,Exit,79808
Crossharbour,2022-11-30,Entry,92043
Crossharbour,2022-11-30,Exit,78748
Crossharbour,2022-12-31,Entry,69124
Crossharbour,2022-12-31,Exit,59267
Crossharbour,2023-01-31,Entry,87721
Crossharbour,2023-01-31,Exit,77567
Crossharbour,2023-02-28,Entry,85330
Crossharbour,2023-02-28,Exit,75672
Crossharbour,2023-03-31,Entry,98832
Crossharbour,2023-03-31,Exit,87068
Crossharbour,2023-04-30,Entry,83206
Crossharbour,2023-04-30,Exit,74107
Crossharbour,2023-05-31,Entry,95639
Crossharbour,2023-05-31,Exit,84416
Crossharbour,2023-06-30,Entry,97639
Crossharbour,2023-06-30,Exit,84593
Crossharbour,2023-07-31,Entry,69218
Crossharbour,2023-07-31,Exit,59240
Crouch Hill,2019-01-31,Entry,24568
Crouch Hill,2019-01-31,Exit,23960
Crouch Hill,2019-02-28,Entry,25006
Crouch Hill,2019-02-28,Exit,24383
Crouch Hill,2019-03-31,Entry,25768
Crouch Hill,2019-03-31,Exit,24974
Crouch Hill,2019-04-30,Entry,18640
Crouch Hill,2019-04-30,Exit,17551
Crouch Hill,2019-05-31,Entry,21295
Crouch Hill,2019-05-31,Exit,20185
Crouch Hill,2019-06-30,Entry,23371
Crouch Hill,2019-06-30,Exit,22446
Crouch Hill,2019-07-31,Entry,27009
Crouch Hill,2019-07-31,Exit,26265
Crouch Hill,2019-08-31,Entry,21699
Crouch Hill,2019-08-31,Exit,21205
Crouch Hill,2019-09-30,Entry,27922
Crouch Hill,2019-09-30,Exit,27253
Crouch Hill,2019-10-31,Entry,28575
Crouch Hill,2019-10-31,Exit,27930
Crouch Hill,2019-11-30,Entry,29970
Crouch Hill,2019-11-30,Exit,29478
Crouch Hill,2019-12-31,Entry,25955
Crouch Hill,2019-12-31,Exit,25061
Crouch Hill,2020-01-31,Entry,22121
Crouch Hill,2020-01-31,Exit,21608
Crouch Hill,2020-02-29,Entry,16114
Crouch Hill,2020-02-29,Exit,15685
Crouch Hill,2020-03-31,Entry,18839
Crouch Hill,2020-03-31,Exit,18141
Crouch Hill,2020-04-30,Entry,3364
Crouch Hill,2020-04-30,Exit,3362
Crouch Hill,2020-05-31,Entry,5226
Crouch Hill,2020-05-31,Exit,5169
Crouch Hill,2020-06-30,Entry,10705
Crouch Hill,2020-06-30,Exit,10198
Crouch Hill,2020-07-31,Entry,17013
Crouch Hill,2020-07-31,Exit,15977
Crouch Hill,2020-08-31,Entry,16967
Crouch Hill,2020-08-31,Exit,15972
Crouch Hill,2020-09-30,Entry,18839
Crouch Hill,2020-09-30,Exit,18067
Crouch Hill,2020-10-31,Entry,18777
Crouch Hill,2020-10-31,Exit,18471
Crouch Hill,2020-11-30,Entry,19239
Crouch Hill,2020-11-30,Exit,18935
Crouch Hill,2020-12-31,Entry,17794
Crouch Hill,2020-12-31,Exit,19085
Crouch Hill,2021-01-31,Entry,10284
Crouch Hill,2021-01-31,Exit,12029
Crouch Hill,2021-02-28,Entry,13547
Crouch Hill,2021-02-28,Exit,15710
Crouch Hill,2021-03-31,Entry,20336
Crouch Hill,2021-03-31,Exit,24528
Crouch Hill,2021-04-30,Entry,18917
Crouch Hill,2021-04-30,Exit,22946
Crouch Hill,2021-05-31,Entry,26066
Crouch Hill,2021-05-31,Exit,31192
Crouch Hill,2021-06-30,Entry,25733
Crouch Hill,2021-06-30,Exit,31219
Crouch Hill,2021-07-31,Entry,21625
Crouch Hill,2021-07-31,Exit,21467
Crouch Hill,2021-08-31,Entry,22453
Crouch Hill,2021-08-31,Exit,22362
Crouch Hill,2021-09-30,Entry,27535
Crouch Hill,2021-09-30,Exit,27889
Crouch Hill,2021-10-31,Entry,29488
Crouch Hill,2021-10-31,Exit,29713
Crouch Hill,2021-11-30,Entry,29876
Crouch Hill,2021-11-30,Exit,30648
Crouch Hill,2021-12-31,Entry,24122
Crouch Hill,2021-12-31,Exit,24302
Crouch Hill,2022-01-31,Entry,26202
Crouch Hill,2022-01-31,Exit,26304
Crouch Hill,2022-02-28,Entry,25580
Crouch Hill,2022-02-28,Exit,25955
Crouch Hill,2022-03-31,Entry,34929
Crouch Hill,2022-03-31,Exit,35163
Crouch Hill,2022-04-30,Entry,30386
Crouch Hill,2022-04-30,Exit,30289
Crouch Hill,2022-05-31,Entry,31076
Crouch Hill,2022-05-31,Exit,31826
Crouch Hill,2022-06-30,Entry,25977
Crouch Hill,2022-06-30,Exit,25931
Crouch Hill,2022-07-31,Entry,25931
Crouch Hill,2022-07-31,Exit,25818
Crouch Hill,2022-08-31,Entry,25507
Crouch Hill,2022-08-31,Exit,24943
Crouch Hill,2022-09-30,Entry,31212
Crouch Hill,2022-09-30,Exit,31044
Crouch Hill,2022-10-31,Entry,30003
Crouch Hill,2022-10-31,Exit,30083
Crouch Hill,2022-11-30,Entry,33613
Crouch Hill,2022-11-30,Exit,34518
Crouch Hill,2022-12-31,Entry,19084
Crouch Hill,2022-12-31,Exit,18920
Crouch Hill,2023-01-31,Entry,25308
Crouch Hill,2023-01-31,Exit,25290
Crouch Hill,2023-02-28,Entry,29300
Crouch Hill,2023-02-28,Exit,29105
Crouch Hill,2023-03-31,Entry,32654
Crouch Hill,2023-03-31,Exit,32463
Crouch Hill,2023-04-30,Entry,26798
Crouch Hill,2023-04-30,Exit,26174
Crouch Hill,2023-05-31,Entry,34066
Crouch Hill,2023-05-31,Exit,33502
Crouch Hill,2023-06-30,Entry,35869
Crouch Hill,2023-06-30,Exit,35348
Crouch Hill,2023-07-31,Entry,25721
Crouch Hill,2023-07-31,Exit,24978
Croxley,2019-01-31,Entry,45021
Croxley,2019-01-31,Exit,44341
Croxley,2019-02-28,Entry,43279
Croxley,2019-02-28,Exit,41861
Croxley,2019-03-31,Entry,47426
Croxley,2019-03-31,Exit,46134
Croxley,2019-04-30,Entry,44580
Croxley,2019-04-30,Exit,42945
Croxley,2019-05-31,Entry,48980
Croxley,2019-05-31,Exit,47021
Croxley,2019-06-30,Entry,46312
Croxley,2019-06-30,Exit,44949
Croxley,2019-07-31,Entry,47674
Croxley,2019-07-31,Exit,46463
Croxley,2019-08-31,Entry,41080
Croxley,2019-08-31,Exit,39456
Croxley,2019-09-30,Entry,45458
Croxley,2019-09-30,Exit,44075
Croxley,2019-10-31,Entry,49821
Croxley,2019-10-31,Exit,48125
Croxley,2019-11-30,Entry,47513
Croxley,2019-11-30,Exit,46034
Croxley,2019-12-31,Entry,41100
Croxley,2019-12-31,Exit,39356
Croxley,2020-01-31,Entry,46042
Croxley,2020-01-31,Exit,45276
Croxley,2020-02-29,Entry,42077
Croxley,2020-02-29,Exit,40870
Croxley,2020-03-31,Entry,25946
Croxley,2020-03-31,Exit,25632
Croxley,2020-04-30,Entry,2178
Croxley,2020-04-30,Exit,2283
Croxley,2020-05-31,Entry,3282
Croxley,2020-05-31,Exit,3371
Croxley,2020-06-30,Entry,6404
Croxley,2020-06-30,Exit,6247
Croxley,2020-07-31,Entry,10879
Croxley,2020-07-31,Exit,10557
Croxley,2020-08-31,Entry,12612
Croxley,2020-08-31,Exit,12432
Croxley,2020-09-30,Entry,18453
Croxley,2020-09-30,Exit,18646
Croxley,2020-10-31,Entry,16791
Croxley,2020-10-31,Exit,17163
Croxley,2020-11-30,Entry,13961
Croxley,2020-11-30,Exit,14212
Croxley,2020-12-31,Entry,13296
Croxley,2020-12-31,Exit,13973
Croxley,2021-01-31,Entry,6558
Croxley,2021-01-31,Exit,7270
Croxley,2021-02-28,Entry,7208
Croxley,2021-02-28,Exit,7999
Croxley,2021-03-31,Entry,13563
Croxley,2021-03-31,Exit,15297
Croxley,2021-04-30,Entry,16862
Croxley,2021-04-30,Exit,19172
Croxley,2021-05-31,Entry,19435
Croxley,2021-05-31,Exit,21857
Croxley,2021-06-30,Entry,21608
Croxley,2021-06-30,Exit,24430
Croxley,2021-07-31,Entry,20917
Croxley,2021-07-31,Exit,20190
Croxley,2021-08-31,Entry,20544
Croxley,2021-08-31,Exit,20742
Croxley,2021-09-30,Entry,28777
Croxley,2021-09-30,Exit,28348
Croxley,2021-10-31,Entry,29921
Croxley,2021-10-31,Exit,29084
Croxley,2021-11-30,Entry,31217
Croxley,2021-11-30,Exit,30481
Croxley,2021-12-31,Entry,22839
Croxley,2021-12-31,Exit,22491
Croxley,2022-01-31,Entry,23148
Croxley,2022-01-31,Exit,23620
Croxley,2022-02-28,Entry,26852
Croxley,2022-02-28,Exit,26142
Croxley,2022-03-31,Entry,30205
Croxley,2022-03-31,Exit,29876
Croxley,2022-04-30,Entry,27252
Croxley,2022-04-30,Exit,26632
Croxley,2022-05-31,Entry,33543
Croxley,2022-05-31,Exit,33194
Croxley,2022-06-30,Entry,28580
Croxley,2022-06-30,Exit,27900
Croxley,2022-07-31,Entry,29240
Croxley,2022-07-31,Exit,29274
Croxley,2022-08-31,Entry,25965
Croxley,2022-08-31,Exit,24611
Croxley,2022-09-30,Entry,34463
Croxley,2022-09-30,Exit,33941
Croxley,2022-10-31,Entry,34994
Croxley,2022-10-31,Exit,34209
Croxley,2022-11-30,Entry,35520
Croxley,2022-11-30,Exit,35011
Croxley,2022-12-31,Entry,29782
Croxley,2022-12-31,Exit,29141
Croxley,2023-01-31,Entry,33566
